Sample,Site,Park,State,Network,Date,Habitat,Abedus,Acentrella,Aedes,Aeshnidae,Agabus,Allognosta,Ambrysus,Amphipoda,Ampumixis dispar,Anisoptera,Anopheles,Antocha monticola,Aquarius,Archilestes,Argia,Arrenurus,Asioplax,Atherix,Atopsyche,Atrichopogon/Forcipomyia,Baetidae,Baetis,Baetodes,Belostoma,Belostomatidae,Berosus,Bezzia,Bivalvia,Boreoheptagyia,Brachycentrus,Brachycentrus americanus,Brachycentrus occidentalis,Brechmorhoga mendax,Buenoa,Caenidae,Caenis,Caenis amica/latipennis,Callibaetis,Caloparyphus,Calopterygidae,Cambaridae,Camelobaetidius,Capnia,Capniidae,Centroptilum,Ceratopogon,Ceratopogonidae,Cernotina,Chelifera,Cheumatopsyche,Chimarra,Chironomidae,Chironominae,Chloroperlinae,Cinygmula,Claassenia sabulosa,Cleptelmis addenda,Clinocera,Clitellata,Cloeodes,Coenagrionidae,Collembola,Copelatus,Corbicula fluminea,Cordulegaster diadema,Corixidae,Corydalus cornutus,Culex,Culicidae,Culicoides,Culiseta,Culoptila/Protoptila,Curculionidae,Dasyhelea,Decapoda,Diamesinae,Dicranota,Dineutus,Diptera,Dixa,Dixella,Dixidae,Dolichopodidae,Drunella grandis,Dubiraphia,Dytiscidae,Elmidae,Empididae,Enallagma,Enochrus,Epeorus,Ephemerella dorothea/excrucians,Ephemerella tibialis,Ephemerellidae,Ephemeroptera,Ephydridae,Erpetogomphus,Erpobdellidae,Eubrianax edwardsii,Eucorethra underwoodi,Euparyphus,Eylais,Fallceon,Faxonius virilis,Ferrissia rivularis,Gammarus,Gastropoda,Gerridae,Glossiphoniidae,Glossosoma,Glossosomatidae,Gomphidae,Graptocorixa,Gymnochthebius,Gyraulus,Gyretes,Gyrinidae,Gyrinus,Haliplidae,Helichus,Helicopsyche,Helisoma,Helius,Helobdella stagnalis,Helochares,Helophorus,Hemerodromia,Heptagenia,Heptageniidae,Hesperoperla pacifica,Hetaerina,Heterelmis,Heteroptera,Hyalella,Hydraena,Hydrobiidae,Hydrochus,Hydrophilidae,Hydropsyche,Hydropsychidae,Hydroptila,Hydroptilidae,Hygrobates,Hygrobatidae,Hygrotus,Ischnura,Isogenoides,Isonychia,Isoperla,Ithytrichia clavata,Laccophilus,Lebertia,Lepidostoma,Leptoceridae,Leptohyphes,Leptohyphidae,Leptophlebia,Leptophlebiidae,Lethocerus,Leucotrichia,Leucrocuta,Libellula,Libellulidae,Limnephilidae,Limnophila,Limnoporus,Limonia,Liodessus obscurellus,Lymnaea,Macrovelia,Malenka,Marilia flexuosa,Maruina,Mayatrichia/Neotrichia,Meringodixa chalonensis,Metrobates,Micrasema,Microcylloepus pusillus,Microvelia,Mideopsis,Molophilus,Muscidae,Myxosargus,Naucoridae,Nectopsyche,Nematoda,Nemotelus,Nemouridae,Neoclypeodytes,Neocorixa,Neocylloepus,Neoelmis caesa,Neoplasta,Neotrichia,Noctuidae,Notonecta,Notonectidae,Ochrotrichia,Ochthebius,Odontomyia,Oecetis,Oligochaeta,Ophiogomphus,Optioservus,Optioservus divergens,Optioservus quadrimaculatus,Orthocladiinae,Oxus,Oxyethira,Paltothemis lineatipes,Paracloeodes minutus,Paracymus,Paraleptophlebia,Parapsyche,Peltodytes,Pericoma,Perlidae,Perlodidae,Petrophila,Philopotamidae,Phylloicus mexicanus,Physa,Pisidiidae,Pisidium,Planorbella,Planorbidae,Platyhelminthes,Plecoptera,Polycentropodidae,Polycentropus,Postelichus,Probezzia,Progomphus borealis,Protzia,Psephenidae,Psephenus,Pseudocloeon,Psychoda,Psychodidae,Psychomyia,Psychomyiidae,Pteronarcys californica,Ranatra,Rhagovelia,Rhantus,Rhithrogena,Rhyacophila,Sanfilippodytes,Sciomyzidae,Scirtidae,Serratella,Simuliidae,Simulium,Siphlonuridae,Skwala americana,Smicridea,Sperchon,Sperchonidae,Sperchonopsis,Sphaerium,Stenelmis,Stictotarsus,Stratiomyidae,Stratiomys,Tabanidae,Tabanus,Taeniopterygidae,Tanypodinae,Testudacarus,Thermonectus marmoratus,Thermonectus nigrofasciatus,Thraulodes,Tipula,Tipulidae,Torrenticola,Torrenticolidae,Traverella albertana,Trepobates,Triaenodes,Trichocorixa,Trichoptera,Tricorythodes,Trombidiformes,Tropisternus,Uvarus,Vacupernius packeri,Veliidae,Wiedemannia,Wormaldia,Xenacoelomorpha,Zaitzevia parvula,Zapada,Zygoptera
BEOL_2013-06-05_m,BEOL,BEOL,CO,SOPN,2013-06-05,Multiple,0,0,0,0,0,0,0,0.001184834,0,0,0,0,0,0,0.007109005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02369668,0,0,0,0,0.1528436,0.163507111,0,0,0,0,0,0,0,0.007109005,0.002369668,0,0,0,0.02606635,0,0,0,0,0,0,0.001184834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001184834,0.001184834,0,0,0,0,0,0,0,0.001184834,0,0,0,0,0,0,0.001184834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02014218,0,0.007109005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002369668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03909953,0,0,0,0,0.110189573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2689573,0.002369668,0,0,0,0,0,0,0,0,0.002369668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01540284,0.1149289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001184834,0,0,0,0,0,0.001184834,0,0,0,0,0,0.02488152,0,0,0,0,0,0,0,0,0,0,0,0,0
BEOL_2013-06-05_m_2,BEOL,BEOL,CO,SOPN,2013-06-05,Multiple,0,0,0,0,0.003058104,0,0,0.001529052,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001529052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001529052,0,0.001529052,0,0,0,0,0,0.01376147,0,0,0,0,0.09021407,0.06269113,0,0,0,0,0,0,0,0.001529052,0,0,0,0,0.01070336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003058104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001529052,0,0.001529052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412844,0,0.003058104,0,0,0,0,0,0,0,0.003058104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2201835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02293578,0.1391437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006116208,0,0,0,0,0,0.001529052,0,0,0,0,0,0.01376147,0,0,0,0.001529052,0,0,0,0,0,0,0,0,0
TUMM_2013-05-21_r,TUMM,TUMM,AZ,SODN,2013-05-21,Riffle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001386963,0,0,0,0,0.001386963,0,0,0,0,0,0,0,0.002773925,0,0,0,0,0.001386963,0.001386963,0.004160888,0,0,0,0,0,0,0.008321775,0,0,0,0,0.01941748,0.2302358,0,0,0,0,0,0,0,0,0.001386963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004160888,0,0,0,0,0,0,0,0,0.001386963,0,0,0,0,0,0.1886269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01248266,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002773925,0.01248266,0,0,0,0,0,0,0,0,0,0,0,0.00554785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002773925,0,0,0,0,0,0,0.00554785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01664355,0,0,0,0,0.4133148,0,0,0,0.001386963,0,0,0,0,0,0,0,0,0,0,0.01664355,0,0,0,0,0,0,0,0,0,0.001386963,0.001386963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03051318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004160888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006934813,0,0,0,0,0,0,0,0,0,0
TUMM_2013-05-21_m,TUMM,TUMM,AZ,SODN,2013-05-21,Multiple,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001503759,0,0,0,0,0,0.001503759,0.05714286,0,0,0,0.004511278,0,0,0,0,0,0,0,0,0,0,0,0,0.02706767,0,0.02255639,0,0,0,0,0.003007519,0,0.006015038,0,0,0,0,0.003007519,0.07368421,0,0,0,0,0,0,0,0.01503759,0.004511278,0,0,0,0,0,0,0,0,0,0,0,0.001503759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09323309,0,0,0,0,0,0,0,0,0.001503759,0,0.001503759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004511278,0,0,0.003007519,0.001503759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01052632,0,0,0,0,0,0.03909774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1082707,0,0,0,0.007518797,0,0,0,0,0,0,0,0,0,0,0.3368421,0,0,0,0,0,0,0,0,0,0,0.001503759,0,0,0,0,0,0.003007519,0,0,0,0,0.0406015,0,0,0,0,0.001503759,0,0,0,0.01654135,0,0,0,0,0,0,0,0,0,0,0,0.001503759,0,0,0.01203008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003007519,0,0,0,0.09172932,0,0,0,0,0,0
MOCC_2013-05-27_r,MOCC,MOCA,AZ,SODN,2013-05-27,Riffle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1927711,0.009370817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005354752,0,0,0,0,0,0,0,0,0.004016064,0,0,0.00669344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001338688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2945114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00669344,0,0,0,0,0,0,0,0,0,0,0,0.01740295,0.2356091,0.009370817,0.0107095,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001338688,0,0,0,0,0,0,0.001338688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107095,0,0,0,0,0,0.001338688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001338688,0.004016064,0,0,0,0,0.07362784,0,0,0,0,0,0,0,0,0,0,0,0.005354752,0,0,0,0,0,0,0,0,0.001338688,0,0,0,0,0,0,0,0.004016064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03614458,0,0,0.03748327,0.00669344,0,0,0,0,0,0,0,0,0,0,0.01338688,0,0,0,0,0,0,0,0,0.001338688,0,0,0,0,0,0.00669344,0,0,0,0,0,0,0,0,0,0
MOCC_2013-05-27_m,MOCC,MOCA,AZ,SODN,2013-05-27,Multiple,0,0,0,0,0,0,0,0,0,0,0.001677852,0,0,0.003355705,0.005033557,0,0,0,0,0,0.02516779,0.0704698,0,0,0,0,0,0,0,0,0,0,0.003355705,0,0,0.03020134,0,0.08053691,0,0,0.08221477,0.001677852,0,0,0,0,0.001677852,0,0,0.01174497,0.02013423,0.001677852,0.01006711,0,0,0,0,0,0,0,0.114094,0.001677852,0,0,0,0.003355705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006711409,0,0,0,0,0.003355705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1963087,0,0,0,0,0.003355705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003355705,0,0,0,0.003355705,0,0,0.0352349,0,0,0,0.005033557,0.01342282,0.02348993,0.003355705,0.006711409,0,0,0,0,0,0,0,0,0.001677852,0,0,0,0,0.005033557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008389262,0.05536913,0,0,0,0,0.001677852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06711409,0,0,0,0,0,0,0,0,0,0,0,0.001677852,0,0,0.01342282,0,0,0,0.008389262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01006711,0,0,0.03691275,0.001677852,0,0,0.001677852,0,0,0.001677852,0,0,0,0,0.01342282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOWE_2013-05-28_r,MOWE,MOCA,AZ,SODN,2013-05-28,Riffle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007770008,0.06759907,0.001554002,0,0,0,0,0,0,0,0,0,0,0,0,0.000777001,0,0,0.003108003,0,0,0,0,0,0,0,0.000777001,0,0,0.002331002,0.006216006,0.001554002,0.2237762,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000777001,0,0,0,0,0,0,0.005439005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02408702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000777001,0,0,0,0,0,0.002331002,0,0,0,0,0,0,0,0,0,0,0,0.03030303,0.01942502,0.01476301,0.01631702,0,0.003885004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000777001,0,0,0,0.001554002,0,0,0,0,0.002331002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000777001,0,0,0,0,0,0.3776224,0,0,0,0,0,0,0,0,0,0,0,0,0.004662005,0,0,0,0,0,0,0,0,0,0,0,0.000777001,0,0.000777001,0,0,0,0,0,0,0,0,0,0.000777001,0,0,0,0,0,0,0,0.005439005,0.1002331,0,0,0.002331002,0.006216006,0,0,0,0,0,0,0,0,0.000777001,0,0.04662004,0,0,0,0,0,0.002331002,0.001554002,0,0,0,0,0,0.000777001,0.01010101,0,0,0,0,0,0,0,0,0,0,0
MOWE_2013-05-28_m,MOWE,MOCA,AZ,SODN,2013-05-28,Multiple,0,0,0,0,0,0,0,0,0,0,0.00131579,0,0,0,0.00131579,0,0,0,0,0.00131579,0.02105263,0.1276316,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002631579,0,0.01842105,0.03289474,0,0.00131579,0,0,0,0.003947368,0,0.007894737,0,0,0.00131579,0.01315789,0.007894737,0.04473684,0,0,0,0,0,0,0,0.002631579,0,0,0,0,0,0.00131579,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002631579,0,0.00131579,0,0,0,0,0,0,0,0,0,0,0,0,0.002631579,0,0,0,0,0.002631579,0,0.08421053,0,0,0.006578947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002631579,0,0,0,0,0,0,0,0,0,0,0.002631579,0.04342105,0.02894737,0.002631579,0.07368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003947368,0,0,0,0,0,0.002631579,0,0,0,0,0.00131579,0.005263158,0,0,0.00131579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1486842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006578947,0.2236842,0,0,0.002631579,0.007894737,0,0,0,0,0,0.01184211,0,0.00131579,0,0,0.01315789,0.00131579,0,0,0,0,0.002631579,0,0,0,0,0,0,0,0.01578947,0.002631579,0,0,0,0,0,0,0,0,0,0
TUZI_2013-05-29_r,TUZI,TUZI,AZ,SODN,2013-05-29,Riffle,0,0,0,0,0,0,0.005822416,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3216885,0.004366812,0.001455604,0,0,0,0,0,0,0,0,0,0.002911208,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002911208,0,0,0.008733625,0,0,0.01892285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1048035,0,0,0,0,0,0,0,0.01018923,0,0,0,0,0,0,0,0.01455604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004366812,0,0,0,0,0,0,0,0,0,0,0.001455604,0,0,0,0,0,0,0,0.1382824,0.001455604,0.01455604,0,0,0,0,0,0.002911208,0,0,0,0,0,0,0.02183406,0.03056769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01746725,0,0,0,0,0,0.01164483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005822416,0.001455604,0,0,0,0,0.1193595,0,0,0,0,0,0,0,0.001455604,0,0,0,0,0,0,0.002911208,0,0.005822416,0,0,0,0.001455604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01746725,0,0,0.008733625,0,0,0,0,0,0,0.001455604,0,0.06404658,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01310044,0.01455604,0,0,0,0,0,0,0.001455604,0,0,0
TUZI_2013-05-29_m,TUZI,TUZI,AZ,SODN,2013-05-29,Multiple,0,0,0,0,0,0,0.005625879,0,0,0,0,0,0,0,0,0,0,0,0,0.00140647,0.04922644,0.08579466,0.005625879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002812939,0,0,0.00140647,0,0,0,0,0,0.002812939,0,0,0.005625879,0,0.009845288,0.04219409,0,0,0,0,0,0,0,0.007032349,0,0,0,0,0.0140647,0,0,0,0,0,0,0,0.00140647,0,0,0,0,0,0,0,0,0,0,0,0,0.01125176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06891702,0,0,0.03094233,0,0,0,0,0.00140647,0,0,0,0,0.00140647,0,0,0,0.00140647,0.00140647,0,0,0,0,0,0.005625879,0,0,0,0.004219409,0.002812939,0,0,0,0,0,0.00140647,0.01125176,0.05344585,0,0.0140647,0,0,0,0,0,0.00140647,0,0,0,0,0,0.002812939,0.00140647,0.06188467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06469761,0,0,0,0,0,0.0140647,0.008438818,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005625879,0,0,0,0,0,0,0,0.07032349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02672292,0,0.002812939,0,0,0,0,0,0,0,0.005625879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03797468,0.1997187,0,0,0.01125176,0.008438818,0,0,0,0,0,0,0,0,0.00140647,0,0.009845288,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01265823,0.004219409,0,0,0,0.002812939,0.00140647,0,0,0,0,0
PECO_2013-10-27_r,PECO,PECO,NM,SOPN,2013-10-27,Riffle,0,0.02396804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6351531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02796272,0.001331558,0.002663116,0.009320905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002663116,0,0,0,0,0,0,0.003994674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002663116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06524634,0.02929427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001331558,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001331558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005326231,0,0,0.1491345,0,0,0,0,0,0,0,0,0,0.001331558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001331558,0,0,0,0,0,0,0,0,0,0,0,0.02130493,0,0,0,0.005326231,0,0,0,0,0,0,0,0,0,0,0.005326231,0.001331558,0,0,0,0,0,0,0,0,0,0,0,0,0.002663116,0,0,0,0,0,0,0,0,0,0,0
PECO_2013-10-27_m,PECO,PECO,NM,SOPN,2013-10-27,Multiple,0,0.02282454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3566334,0,0,0,0,0,0,0,0,0,0.0042796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128388,0,0.021398,0.0128388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002853067,0,0,0,0,0.007132668,0,0,0,0,0,0,0,0,0,0,0.001426534,0,0,0.002853067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02853067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06847361,0.008559201,0,0,0,0,0,0,0,0,0,0,0,0.001426534,0,0.001426534,0,0,0,0,0,0,0,0,0,0.1697575,0,0,0,0,0,0,0,0,0,0,0,0,0.001426534,0.002853067,0,0,0,0,0,0,0.005706134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008559201,0,0.01141227,0,0,0.1811698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001426534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256776,0,0,0,0.008559201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299572,0,0,0,0,0,0,0,0,0,0,0
GICL_2013-10-29_r,GICL,GICL,NM,SODN,2013-10-29,Riffle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009375,0.0796875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259375,0.1265625,0,0,0.0015625,0,0,0.0015625,0,0.0015625,0.009375,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009375,0.003125,0,0,0,0,0,0,0,0,0,0,0,0.003125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0.1984375,0,0,0,0,0.0046875,0,0,0,0,0,0,0,0,0.0078125,0,0,0,0,0,0,0,0.0015625,0,0,0,0,0,0,0.0015625,0,0,0,0,0,0,0,0,0,0,0
GICL_2013-10-30_m,GICL,GICL,NM,SODN,2013-10-30,Multiple,0,0.01536098,0,0,0.001536098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03840246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5760369,0,0.001536098,0,0,0,0,0.003072197,0,0.004608295,0.05990783,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001536098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001536098,0,0,0,0,0,0,0.004608295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001536098,0.001536098,0,0,0,0,0,0,0,0,0,0,0,0.004608295,0,0,0,0,0,0,0,0,0,0,0,0.004608295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004608295,0,0,0.1674347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0844854,0,0,0,0.003072197,0,0,0,0,0,0,0,0,0,0.01382488,0,0,0,0,0,0,0,0.001536098,0,0,0,0,0,0,0.001536098,0.003072197,0,0,0,0,0,0,0,0,0,0
BEOL_2014-05-12_m,BEOL,BEOL,CO,SOPN,2014-05-12,Multiple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03921569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17647063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07843138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50980399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01960784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
